"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_8세","2015년_계_9세","2015년_계_10세","2015년_계_11세","2015년_계_12세","2015년_계_13세"
"강원도 평창군 봉평면(4276034000)","5,770","314","52","51","48","59","49","55"
"강원도 평창군 용평면(4276035000)","3,142","135","20","20","18","22","23","32"
"강원도 평창군 진부면(4276036000)","9,442","432","66","62","74","75","86","69"
"강원도 평창군 대관령면(4276038000)","6,211","254","46","48","32","33","48","47"
"강원도 정선군 (4277000000)","39,197","1,591","287","246","263","257","248","290"
"강원도 정선군 정선읍(4277025000)","11,460","610","100","79","110","94","104","123"
"강원도 정선군 고한읍(4277025300)","4,867","150","28","33","26","19","18","26"
"강원도 정선군 사북읍(4277025600)","5,425","241","46","42","32","42","46","33"
"강원도 정선군 신동읍(4277025900)","1,965","75","12","23","12","9","11","8"
"강원도 정선군 신동읍함백출장소(4277026000)","1,845","64","9","5","12","11","11","16"
"강원도 정선군 남면(4277032000)","3,450","160","42","27","23","28","16","24"
"강원도 정선군 북평면(4277034000)","2,678","99","20","13","11","26","13","16"
"강원도 정선군 임계면(4277035000)","3,667","94","18","11","20","10","15","20"
"강원도 정선군 화암면(4277036000)","1,683","43","8","3","7","8","7","10"
"강원도 정선군 여량면(4277037000)","2,157","55","4","10","10","10","7","14"
"강원도 철원군 (4278000000)","48,799","2,569","433","429","393","422","395","497"
"강원도 철원군 철원읍(4278025000)","5,508","309","52","45","38","43","50","81"
"강원도 철원군 김화읍(4278025300)","3,937","177","40","32","35","25","26","19"
"강원도 철원군 갈말읍(4278025600)","13,382","654","99","116","98","107","92","142"
"강원도 철원군 동송읍(4278025900)","17,059","997","174","158","155","170","172","168"
"강원도 철원군 서면(4278031000)","2,263","91","19","15","15","21","6","15"
"강원도 철원군 서면와수출장소(4278031500)","4,116","233","33","45","29","37","37","52"
"강원도 철원군 근남면(4278032000)","2,418","106","15","18","22","19","12","20"
"강원도 철원군 근북면(4278033000)","116","2","1","0","1","0","0","0"
"강원도 화천군 (4279000000)","27,020","1,212","237","197","175","200","183","220"
"강원도 화천군 화천읍(4279025000)","9,229","501","96","70","76","79","76","104"
"강원도 화천군 간동면(4279031000)","2,800","94","14","15","13","19","12","21"
"강원도 화천군 하남면(4279032000)","2,765","143","22","25","19","23","26","28"
"강원도 화천군 상서면(4279033000)","5,151","145","32","20","23","29","19","22"
"강원도 화천군 사내면(4279034000)","7,075","329","73","67","44","50","50","45"
"강원도 양구군 (4280000000)","24,089","1,260","220","203","191","233","193","220"
"강원도 양구군 양구읍(4280025000)","15,083","944","174","144","142","174","142","168"
"강원도 양구군 남면(4280031000)","3,676","135","16","27","15","35","19","23"
"강원도 양구군 동면(4280032000)","2,379","83","16","11","16","16","15","9"
"강원도 양구군 방산면(4280033000)","1,543","36","8","7","6","4","6","5"
"강원도 양구군 해안면(4280034000)","1,408","62","6","14","12","4","11","15"
"강원도 인제군 (4281000000)","33,255","1,636","293","289","261","307","258","228"
"강원도 인제군 인제읍(4281025000)","9,259","516","81","79","79","101","84","92"
"강원도 인제군 인제읍귀둔출장소(4281025100)","548","21","4","8","2","2","4","1"
"강원도 인제군 남면(4281031000)","4,350","183","39","36","34","27","27","20"
"강원도 인제군 북면(4281032000)","8,899","415","77","88","61","86","55","48"
"강원도 인제군 기린면(4281033000)","5,244","293","55","42","56","42","59","39"
"강원도 인제군 서화면(4281034000)","3,372","154","28","28","22","37","22","17"
"강원도 인제군 상남면(4281035000)","1,583","54","9","8","7","12","7","11"
"강원도 고성군 (4282000000)","30,060","1,130","167","197","180","191","180","215"
"강원도 고성군 간성읍(4282025000)","7,830","410","61","62","71","80","62","74"
"강원도 고성군 거진읍(4282025300)","7,145","247","38","49","33","38","42","47"
"강원도 고성군 현내면(4282031000)","2,711","79","10","17","11","12","14","15"
"강원도 고성군 죽왕면(4282032000)","4,107","118","15","20","22","14","22","25"
"강원도 고성군 토성면(4282033000)","8,267","276","43","49","43","47","40","54"
"강원도 양양군 (4283000000)","27,479","1,137","185","175","183","197","199","198"
"강원도 양양군 양양읍(4283025000)","11,718","658","101","100","112","112","115","118"
"강원도 양양군 서면(4283031000)","3,251","109","17","18","15","21","24","14"
"강원도 양양군 손양면(4283032000)","2,392","44","10","5","4","6","10","9"
"강원도 양양군 현북면(4283033000)","2,762","91","13","17","18","13","14","16"
"강원도 양양군 현남면(4283034000)","3,181","89","11","12","11","17","15","23"
"강원도 양양군 강현면(4283035000)","4,175","146","33","23","23","28","21","18"
"충청북도  (4300000000)","1,583,952","88,310","15,401","13,852","13,537","14,791","15,095","15,634"
"충청북도 청주시 (4311000000)","831,912","51,219","8,966","8,115","7,850","8,545","8,858","8,885"
"충청북도 청주시 상당구 (4311100000)","176,424","10,481","1,742","1,604","1,573","1,754","1,867","1,941"
"충청북도 청주시 상당구 낭성면(4311131000)","2,350","45","6","7","3","7","7","15"
"충청북도 청주시 상당구 미원면(4311132000)","5,396","145","18","23","23","31","24","26"
"충청북도 청주시 상당구 가덕면(4311133000)","4,345","72","15","14","10","9","11","13"
"충청북도 청주시 상당구 남일면(4311134000)","7,727","305","51","53","50","56","51","44"
"충청북도 청주시 상당구 문의면(4311135000)","4,705","143","23","26","19","20","28","27"
"충청북도 청주시 상당구 중앙동(4311152500)","6,608","235","40","38","44","32","40","41"
"충청북도 청주시 상당구 성안동(4311154500)","6,459","151","25","20","23","29","27","27"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,566","464","58","74","59","82","89","102"
"충청북도 청주시 상당구 영운동(4311167000)","12,145","567","112","101","87","72","98","97"
"충청북도 청주시 상당구 금천동(4311168000)","33,715","2,501","415","360","362","443","482","439"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","11,853","996","174","135","182","177","163","165"
"충청북도 청주시 상당구 용암1동(4311172000)","44,800","3,131","535","478","461","520","541","596"
"충청북도 청주시 상당구 용암2동(4311173000)","24,755","1,726","270","275","250","276","306","349"
"충청북도 청주시 서원구 (4311200000)","220,045","13,764","2,307","2,177","2,111","2,283","2,476","2,410"
"충청북도 청주시 서원구 남이면(4311231000)","7,327","261","46","43","39","46","46","41"
"충청북도 청주시 서원구 현도면(4311232000)","3,903","93","15","15","13","14","14","22"
"충청북도 청주시 서원구 사직1동(4311251000)","9,902","375","70","56","48","53","72","76"
"충청북도 청주시 서원구 사직2동(4311252000)","16,314","912","181","148","132","166","158","127"
"충청북도 청주시 서원구 사창동(4311253000)","16,805","619","103","114","94","91","112","105"
"충청북도 청주시 서원구 모충동(4311254000)","17,617","687","103","120","102","109","120","133"
"충청북도 청주시 서원구 산남동(4311255000)","30,014","2,840","419","435","451","515","519","501"
"충청북도 청주시 서원구 분평동(4311256000)","35,317","2,868","495","426","450","477","533","487"
"충청북도 청주시 서원구 수곡1동(4311257000)","16,209","671","90","104","87","113","126","151"
"충청북도 청주시 서원구 수곡2동(4311258000)","16,038","762","122","108","134","105","152","141"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","50,599","3,676","663","608","561","594","624","626"
"충청북도 청주시 흥덕구 (4311300000)","253,426","15,706","2,739","2,462","2,421","2,677","2,709","2,698"
"충청북도 청주시 흥덕구 오송읍(4311325000)","21,646","1,386","278","261","219","220","203","205"
"충청북도 청주시 흥덕구 강내면(4311331000)","11,057","629","110","95","98","110","109","107"
"충청북도 청주시 흥덕구 옥산면(4311332000)","9,953","537","108","67","90","87","89","96"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","20,421","1,046","172","152","154","187","187","194"
"충청북도 청주시 흥덕구 복대1동(4311374100)","52,831","4,268","804","683","659","704","744","674"
"충청북도 청주시 흥덕구 복대2동(4311374200)","18,539","776","141","109","118","142","118","148"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,514","3,954","590","581","603","693","721","766"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,095","427","64","71","74","72","60","86"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","27,594","1,578","279","251","226","274","292","256"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","21,735","1,043","184","182","169","171","184","153"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","4,041","62","9","10","11","17","2","13"
"충청북도 청주시 청원구 (4311400000)","182,017","11,268","2,178","1,872","1,745","1,831","1,806","1,836"
"충청북도 청주시 청원구 내수읍(4311425000)","21,527","1,442","292","231","215","254","230","220"
"충청북도 청주시 청원구 오창읍(4311425300)","54,139","3,945","775","707","646","619","608","590"
"충청북도 청주시 청원구 북이면(4311431000)","5,132","106","20","21","14","19","14","18"
"충청북도 청주시 청원구 우암동(4311451000)","12,850","453","82","68","65","84","73","81"
"충청북도 청주시 청원구 내덕1동(4311452000)","10,374","421","74","55","65","70","69","88"
"충청북도 청주시 청원구 내덕2동(4311453000)","11,572","444","77","63","65","78","82","79"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,561","3,123","556","488","473","509","538","559"
"충청북도 청주시 청원구 오근장동(4311455000)","18,862","1,334","302","239","202","198","192","201"
"충청북도 충주시 (4313000000)","207,913","11,118","1,891","1,712","1,670","1,884","1,956","2,005"
"충청북도 충주시 주덕읍(4313025000)","5,677","139","20","16","17","35","25","26"
"충청북도 충주시 살미면(4313031000)","2,201","60","9","5","12","4","21","9"
"충청북도 충주시 수안보면(4313032500)","3,363","92","18","11","14","24","11","14"
"충청북도 충주시 대소원면(4313033500)","5,348","123","20","16","12","20","29","26"
"충청북도 충주시 신니면(4313035000)","3,400","89","20","12","13","15","16","13"
"충청북도 충주시 노은면(4313036000)","2,476","51","6","13","9","8","4","11"
"충청북도 충주시 앙성면(4313037000)","4,397","105","13","11","18","18","23","22"
"충청북도 충주시 중앙탑면(4313038500)","2,795","84","17","10","18","11","16","12"
"충청북도 충주시 금가면(4313039000)","4,240","209","43","40","40","36","18","32"
"충청북도 충주시 동량면(4313040000)","4,107","122","21","18","14","24","17","28"
"충청북도 충주시 산척면(4313041000)","2,609","67","7","13","14","12","8","13"
"충청북도 충주시 엄정면(4313042000)","3,514","91","13","19","11","24","14","10"
"충청북도 충주시 소태면(4313043000)","1,996","53","8","9","10","11","6","9"
"충청북도 충주시 성내.충인동(4313051500)","3,320","111","22","11","21","16","20","21"
"충청북도 충주시 교현.안림동(4313053500)","24,275","1,427","245","204","212","232","255","279"
"충청북도 충주시 교현2동(4313054000)","8,741","395","66","72","60","64","51","82"
"충청북도 충주시 용산동(4313055000)","17,057","1,279","211","203","214","205","244","202"
"충청북도 충주시 지현동(4313056000)","6,166","299","57","40","43","50","52","57"
"충청북도 충주시 문화동(4313057100)","11,465","484","81","69","72","98","83","81"
"충청북도 충주시 호암.직동(4313058000)","10,808","697","110","100","112","113","119","143"
"충청북도 충주시 달천동(4313060500)","4,303","103","12","16","14","15","18","28"
"충청북도 충주시 봉방동(4313061000)","10,744","515","101","74","67","87","88","98"
"충청북도 충주시 칠금.금릉동(4313062500)","17,357","1,292","210","202","205","221","240","214"
"충청북도 충주시 연수동(4313063000)","40,518","2,729","449","459","382","462","490","487"
"충청북도 충주시 목행.용탄동(4313064000)","7,036","502","112","69","66","79","88","88"
"충청북도 제천시 (4315000000)","136,138","6,880","1,123","1,074","1,059","1,160","1,180","1,284"
"충청북도 제천시 봉양읍(4315025000)","7,344","259","43","51","38","39","40","48"
"충청북도 제천시 금성면(4315031000)","2,074","60","12","12","6","9","9","12"
"충청북도 제천시 청풍면(4315032000)","1,287","32","6","2","6","5","7","6"
"충청북도 제천시 수산면(4315033000)","2,127","44","5","9","3","5","13","9"
"충청북도 제천시 덕산면(4315034000)","2,279","79","15","11","12","12","17","12"
"충청북도 제천시 한수면(4315035000)","790","28","3","7","3","3","7","5"
"충청북도 제천시 백운면(4315036000)","3,298","81","14","12","16","12","14","13"
"충청북도 제천시 송학면(4315038000)","5,131","131","19","18","18","21","26","29"
"충청북도 제천시 교동(4315051000)","18,662","1,455","232","221","227","249","255","271"
"충청북도 제천시 의암동(4315051700)","9,448","642","101","101","99","111","113","117"
"충청북도 제천시 인성동(4315052700)","6,978","281","41","48","35","48","51","58"
"충청북도 제천시 남현동(4315053700)","5,974","189","32","32","23","27","33","42"
"충청북도 제천시 영서동(4315054700)","8,751","400","77","64","71","65","56","67"
"충청북도 제천시 용두동(4315056000)","18,429","1,089","196","164","169","199","183","178"
"충청북도 제천시 신백동(4315057700)","13,274","851","122","127","138","146","147","171"
"충청북도 제천시 청전동(4315059000)","18,588","724","101","102","109","126","126","160"
"충청북도 제천시 화산동(4315060500)","11,704","535","104","93","86","83","83","86"
"충청북도 보은군 (4372000000)","34,296","1,321","201","200","208","232","210","270"
"충청북도 보은군 보은읍(4372025000)","15,272","831","129","116","126","149","144","167"
"충청북도 보은군 속리산면(4372031500)","2,194","58","7","11","10","13","6","11"
"충청북도 보은군 장안면(4372032500)","1,606","43","8","8","9","2","8","8"
"충청북도 보은군 마로면(4372033000)","2,431","62","9","11","8","8","7","19"
"충청북도 보은군 탄부면(4372034000)","1,861","36","6","4","3","9","4","10"
"충청북도 보은군 삼승면(4372035000)","2,510","101","11","15","15","17","24","19"
"충청북도 보은군 수한면(4372036000)","1,927","50","10","10","8","11","5","6"
"충청북도 보은군 회남면(4372037000)","793","12","1","5","3","1","0","2"
"충청북도 보은군 회인면(4372038500)","1,911","34","8","6","8","3","2","7"
"충청북도 보은군 내북면(4372039000)","1,905","55","5","6","10","14","6","14"
"충청북도 보은군 산외면(4372040000)","1,886","39","7","8","8","5","4","7"
"충청북도 옥천군 (4373000000)","52,404","2,307","409","380","348","380","385","405"
"충청북도 옥천군 옥천읍(4373025000)","29,764","1,756","324","289","267","277","309","290"
"충청북도 옥천군 동이면(4373031000)","3,352","73","12","9","11","13","15","13"
"충청북도 옥천군 안남면(4373032000)","1,458","42","7","7","4","9","9","6"
"충청북도 옥천군 안내면(4373033000)","2,109","46","10","11","8","6","1","10"
"충청북도 옥천군 청성면(4373034000)","2,432","46","6","10","5","4","7","14"
"충청북도 옥천군 청산면(4373035000)","3,296","97","14","19","21","18","7","18"
"충청북도 옥천군 이원면(4373036000)","4,548","128","16","21","11","24","21","35"
"충청북도 옥천군 군서면(4373037000)","2,329","50","11","4","7","17","6","5"
"충청북도 옥천군 군북면(4373038000)","3,116","69","9","10","14","12","10","14"
"충청북도 영동군 (4374000000)","50,693","2,030","343","297","312","340","354","384"
"충청북도 영동군 영동읍(4374025000)","22,293","1,264","219","189","186","209","230","231"
"충청북도 영동군 용산면(4374031000)","3,548","85","15","11","15","15","12","17"
"충청북도 영동군 황간면(4374032000)","4,735","162","25","21","28","27","34","27"
"충청북도 영동군 추풍령면(4374033500)","2,507","71","8","9","14","8","15","17"
"충청북도 영동군 매곡면(4374034000)","2,043","52","4","12","10","11","7","8"
"충청북도 영동군 상촌면(4374035000)","2,488","71","16","8","13","11","10","13"
"충청북도 영동군 양강면(4374036000)","3,451","101","20","14","15","16","20","16"
"충청북도 영동군 용화면(4374037000)","1,061","26","3","7","2","4","2","8"
"충청북도 영동군 학산면(4374038000)","2,970","46","7","3","10","11","5","10"
"충청북도 영동군 양산면(4374039000)","2,058","57","9","8","10","15","6","9"
"충청북도 영동군 심천면(4374040000)","3,539","95","17","15","9","13","13","28"
"충청북도 증평군 (4374500000)","36,671","2,072","385","323","359","337","316","352"
"충청북도 증평군 증평읍(4374525000)","34,492","2,010","373","318","347","330","307","335"
"충청북도 증평군 도안면(4374531000)","2,179","62","12","5","12","7","9","17"
"충청북도 진천군 (4375000000)","67,981","3,866","736","597","580","671","610","672"
"충청북도 진천군 진천읍(4375025000)","30,611","1,960","359","299","285","347","315","355"
"충청북도 진천군 덕산면(4375031000)","8,914","497","109","90","65","91","73","69"
"충청북도 진천군 초평면(4375032000)","3,541","142","22","19","24","29","24","24"
"충청북도 진천군 문백면(4375033000)","3,870","111","20","22","16","20","10","23"
"충청북도 진천군 백곡면(4375034000)","2,186","59","11","10","8","11","8","11"
"충청북도 진천군 이월면(4375035000)","7,555","353","61","45","68","48","56","75"
"충청북도 진천군 광혜원면(4375037000)","11,304","744","154","112","114","125","124","115"
"충청북도 괴산군 (4376000000)","38,787","1,240","217","177","172","218","213","243"
"충청북도 괴산군 괴산읍(4376025000)","10,127","555","111","80","83","85","99","97"
"충청북도 괴산군 감물면(4376031000)","2,081","78","7","12","9","16","14","20"
"충청북도 괴산군 장연면(4376032000)","2,041","40","5","8","4","7","10","6"
"충청북도 괴산군 연풍면(4376033000)","2,489","60","11","9","10","10","7","13"
"충청북도 괴산군 칠성면(4376034000)","3,103","74","15","11","7","14","13","14"
"충청북도 괴산군 문광면(4376035000)","2,160","50","7","7","3","15","7","11"
"충청북도 괴산군 청천면(4376036000)","5,201","138","24","15","23","31","18","27"
"충청북도 괴산군 청안면(4376037000)","3,504","64","13","6","13","11","5","16"
"충청북도 괴산군 사리면(4376039000)","3,015","70","11","10","10","11","14","14"
"충청북도 괴산군 소수면(4376040000)","2,055","34","3","6","2","4","11","8"
"충청북도 괴산군 불정면(4376041000)","3,011","77","10","13","8","14","15","17"
"충청북도 음성군 (4377000000)","96,396","4,957","908","773","762","804","803","907"
"충청북도 음성군 음성읍(4377025000)","18,439","890","160","152","117","146","141","174"
"충청북도 음성군 금왕읍(4377025300)","21,621","1,362","234","196","214","239","231","248"
"충청북도 음성군 소이면(4377031000)","3,111","86","10","15","12","16","16","17"
"충청북도 음성군 원남면(4377032000)","3,082","57","11","10","11","8","10","7"
"충청북도 음성군 맹동면(4377033000)","9,949","525","112","88","81","79","79","86"
"충청북도 음성군 대소면(4377034000)","16,394","1,103","214","174","184","169","176","186"
"충청북도 음성군 삼성면(4377035000)","7,984","341","55","51","50","62","50","73"
"충청북도 음성군 생극면(4377036000)","4,821","130","22","18","19","20","28","23"
"충청북도 음성군 감곡면(4377037000)","10,995","463","90","69","74","65","72","93"
"충청북도 단양군 (4380000000)","30,761","1,300","222","204","217","220","210","227"
"충청북도 단양군 단양읍(4380025000)","11,006","622","104","97","90","106","104","121"
"충청북도 단양군 매포읍(4380025300)","6,375","288","49","46","56","46","46","45"
"충청북도 단양군 대강면(4380031000)","2,520","85","15","15","9","12","21","13"
"충청북도 단양군 가곡면(4380032000)","2,146","88","15","12","19","16","12","14"
"충청북도 단양군 영춘면(4380033000)","3,454","107","19","15","23","18","10","22"
"충청북도 단양군 어상천면(4380034000)","1,827","42","10","5","9","6","7","5"
"충청북도 단양군 적성면(4380035000)","1,568","27","4","4","3","8","4","4"
"충청북도 단양군 단성면(4380036000)","1,865","41","6","10","8","8","6","3"
"충청남도  (4400000000)","2,077,649","118,291","21,097","19,205","18,330","19,674","19,958","20,027"
"충청남도 천안시 (4413000000)","605,776","38,795","6,861","6,155","6,040","6,527","6,588","6,624"
"충청남도 천안시 동남구 (4413100000)","261,474","16,041","2,931","2,604","2,515","2,658","2,680","2,653"
"충청남도 천안시 동남구 목천읍(4413125000)","27,088","2,023","370","339","341","306","321","346"
"충청남도 천안시 동남구 풍세면(4413131000)","4,512","178","42","28","27","30","23","28"
"충청남도 천안시 동남구 광덕면(4413132000)","4,530","107","17","13","23","19","17","18"
"충청남도 천안시 동남구 북면(4413133000)","4,866","175","27","29","40","26","25","28"
"충청남도 천안시 동남구 성남면(4413134000)","3,683","116","12","15","23","22","24","20"
"충청남도 천안시 동남구 수신면(4413135000)","2,488","56","12","10","5","13","7","9"
"충청남도 천안시 동남구 병천면(4413136000)","6,542","217","39","33","31","40","36","38"
"충청남도 천안시 동남구 동면(4413137000)","2,336","54","6","9","4","11","8","16"
"충청남도 천안시 동남구 중앙동(4413151000)","5,869","167","30","17","38","19","30","33"
"충청남도 천안시 동남구 문성동(4413152000)","4,583","141","26","9","17","34","34","21"
"충청남도 천안시 동남구 원성1동(4413153000)","10,135","461","70","67","65","88","87","84"
"충청남도 천안시 동남구 원성2동(4413154000)","12,325","550","91","79","83","90","95","112"
"충청남도 천안시 동남구 봉명동(4413155000)","19,866","885","153","128","141","139","157","167"
"충청남도 천안시 동남구 일봉동(4413156000)","25,943","1,989","392","343","325","342","316","271"
"충청남도 천안시 동남구 신방동(4413157000)","46,528","3,816","720","610","602","613","681","590"
"충청남도 천안시 동남구 청룡동(4413158000)","48,237","3,792","685","641","574","649","602","641"
"충청남도 천안시 동남구 신안동(4413159000)","31,943","1,314","239","234","176","217","217","231"
"충청남도 천안시 서북구 (4413300000)","344,302","22,754","3,930","3,551","3,525","3,869","3,908","3,971"
"충청남도 천안시 서북구 성환읍(4413325000)","28,421","1,580","262","260","238","273","257","290"
"충청남도 천안시 서북구 성거읍(4413325300)","20,838","1,572","305","249","272","241","267","238"
"충청남도 천안시 서북구 직산읍(4413325600)","21,762","1,316","258","198","198","216","230","216"
"충청남도 천안시 서북구 입장면(4413331000)","10,099","430","81","72","68","64","68","77"
"충청남도 천안시 서북구 성정1동(4413351000)","18,157","808","141","127","129","120","140","151"
"충청남도 천안시 서북구 성정2동(4413352000)","26,846","872","133","139","137","152","150","161"
"충청남도 천안시 서북구 쌍용1동(4413353000)","15,773","754","115","113","107","147","122","150"
"충청남도 천안시 서북구 쌍용2동(4413354000)","42,090","3,457","536","520","534","618","627","622"
"충청남도 천안시 서북구 쌍용3동(4413355000)","22,018","1,664","271","225","257","298","300","313"
"충청남도 천안시 서북구 백석동(4413356000)","37,407","3,149","606","500","498","545","483","517"
"충청남도 천안시 서북구 불당동(4413356500)","26,485","2,955","481","446","458","537","527","506"
"충청남도 천안시 서북구 부성1동(4413358000)","36,811","1,998","346","336","301","328","358","329"
"충청남도 천안시 서북구 부성2동(4413359000)","37,595","2,199","395","366","328","330","379","401"
"충청남도 공주시 (4415000000)","111,261","5,233","846","850","793","835","916","993"
"충청남도 공주시 유구읍(4415025000)","8,425","299","54","51","44","49","48","53"
"충청남도 공주시 이인면(4415031000)","3,710","87","13","14","12","10","19","19"
"충청남도 공주시 탄천면(4415032000)","3,363","88","17","19","13","14","14","11"
"충청남도 공주시 계룡면(4415033000)","6,228","181","36","24","27","37","28","29"
"충청남도 공주시 반포면(4415034000)","4,824","153","18","31","27","30","24","23"
"충청남도 공주시 의당면(4415036000)","5,493","300","48","51","45","46","54","56"
"충청남도 공주시 정안면(4415037000)","5,154","146","21","26","23","19","30","27"
"충청남도 공주시 우성면(4415038000)","5,901","198","23","31","30","34","34","46"
"충청남도 공주시 사곡면(4415039000)","3,265","99","18","16","21","14","17","13"
"충청남도 공주시 신풍면(4415040000)","3,506","52","9","9","7","7","11","9"
"충청남도 공주시 중학동(4415051000)","5,855","265","48","39","35","40","41","62"
"충청남도 공주시 웅진동(4415054000)","9,026","453","59","67","62","69","94","102"
"충청남도 공주시 금학동(4415055000)","6,045","378","60","63","61","55","66","73"
"충청남도 공주시 옥룡동(4415056000)","9,891","376","69","54","52","60","58","83"
"충청남도 공주시 신관동(4415057000)","19,484","1,231","196","202","203","191","216","223"
"충청남도 공주시 월송동(4415059000)","11,091","927","157","153","131","160","162","164"
"충청남도 보령시 (4418000000)","104,754","5,190","856","837","809","889","890","909"
"충청남도 보령시 웅천읍(4418025000)","7,007","203","21","34","32","33","34","49"
"충청남도 보령시 주포면(4418031000)","1,848","44","7","5","8","8","8","8"
"충청남도 보령시 오천면(4418032000)","2,346","75","10","13","9","16","10","17"
"충청남도 보령시 오천면어항출장소(4418032500)","1,847","72","9","15","15","13","10","10"
"충청남도 보령시 오천면원산도출장소(4418032700)","1,201","41","7","3","9","6","7","9"
"충청남도 보령시 천북면(4418033000)","3,886","113","19","11","12","19","26","26"
"충청남도 보령시 청소면(4418034000)","3,013","68","11","11","11","11","16","8"
"충청남도 보령시 청라면(4418035000)","4,331","119","19","17","22","25","13","23"
"충청남도 보령시 남포면(4418036000)","5,557","155","18","24","25","23","29","36"
"충청남도 보령시 주산면(4418038000)","2,699","55","9","9","10","10","10","7"
"충청남도 보령시 미산면(4418039000)","2,012","49","9","8","5","8","8","11"
"충청남도 보령시 성주면(4418040000)","2,706","97","16","13","10","23","19","16"
"충청남도 보령시 주교면(4418041000)","5,588","146","19","27","15","31","20","34"
"충청남도 보령시 대천1동(4418051500)","16,230","1,116","193","168","182","192","193","188"
"충청남도 보령시 대천2동(4418052500)","8,025","478","83","74","64","79","93","85"
"충청남도 보령시 대천3동(4418053500)","14,943","1,068","196","185","165","167","166","189"
"충청남도 보령시 대천4동(4418054500)","14,363","1,045","174","179","169","178","194","151"
"충청남도 보령시 대천5동(4418056500)","7,152","246","36","41","46","47","34","42"
"충청남도 아산시 (4420000000)","297,737","19,866","3,818","3,367","3,115","3,302","3,216","3,048"
"충청남도 아산시 염치읍(4420025000)","7,599","399","81","64","51","72","71","60"
"충청남도 아산시 배방읍(4420025300)","67,198","5,110","1,053","876","786","899","756","740"
"충청남도 아산시 송악면(4420031000)","4,190","224","53","41","34","29","41","26"
"충청남도 아산시 탕정면(4420033000)","23,034","1,703","358","345","268","258","235","239"
"충청남도 아산시 음봉면(4420035000)","16,112","825","166","135","151","115","135","123"
"충청남도 아산시 둔포면(4420036000)","12,009","496","103","91","80","90","74","58"
"충청남도 아산시 영인면(4420037000)","6,226","196","29","26","36","31","37","37"
"충청남도 아산시 인주면(4420038000)","7,825","300","59","52","49","43","48","49"
"충청남도 아산시 선장면(4420039000)","3,656","88","11","10","12","16","24","15"
"충청남도 아산시 도고면(4420040000)","4,877","133","27","17","24","25","20","20"
"충청남도 아산시 신창면(4420041000)","22,840","1,467","268","251","232","243","241","232"
"충청남도 아산시 온양1동(4420057000)","6,496","240","43","27","40","40","36","54"
"충청남도 아산시 온양2동(4420058000)","8,440","400","62","54","62","59","80","83"
"충청남도 아산시 온양3동(4420059000)","32,883","2,599","525","424","406","416","435","393"
"충청남도 아산시 온양4동(4420060000)","20,548","1,692","266","286","257","294","294","295"
"충청남도 아산시 온양5동(4420061000)","27,997","1,854","333","302","287","307","316","309"
"충청남도 아산시 온양6동(4420062000)","25,807","2,140","381","366","340","365","373","315"
"충청남도 서산시 (4421000000)","170,099","10,329","1,897","1,653","1,555","1,714","1,731","1,779"
"충청남도 서산시 대산읍(4421025000)","15,452","788","130","122","123","124","147","142"
"충청남도 서산시 인지면(4421031000)","7,921","492","96","84","77","84","77","74"
"충청남도 서산시 부석면(4421032000)","5,782","140","18","32","14","28","21","27"
"충청남도 서산시 팔봉면(4421033000)","3,504","77","10","14","13","11","14","15"
"충청남도 서산시 지곡면(4421034000)","9,333","517","106","82","81","88","85","75"
"충청남도 서산시 성연면(4421036000)","4,319","133","30","19","20","24","17","23"
"충청남도 서산시 음암면(4421037000)","10,936","565","106","107","81","95","88","88"
"충청남도 서산시 운산면(4421038000)","5,747","188","30","42","24","27","33","32"
"충청남도 서산시 해미면(4421039000)","8,075","271","53","45","41","31","55","46"
"충청남도 서산시 고북면(4421040000)","7,659","425","80","59","74","66","75","71"
"충청남도 서산시 부춘동(4421051000)","19,808","1,337","264","212","195","231","207","228"
"충청남도 서산시 동문1동(4421052500)","17,870","1,313","253","203","201","209","207","240"
"충청남도 서산시 동문2동(4421053500)","10,314","630","114","110","84","122","107","93"
"충청남도 서산시 수석동(4421054000)","15,702","1,129","198","155","186","186","190","214"
"충청남도 서산시 석남동(4421055000)","27,677","2,324","409","367","341","388","408","411"
"충청남도 논산시 (4423000000)","124,232","6,094","1,036","998","937","1,021","1,048","1,054"
"충청남도 논산시 강경읍(4423025000)","9,892","439","62","84","63","73","86","71"
"충청남도 논산시 연무읍(4423025300)","15,294","702","114","137","113","100","109","129"
"충청남도 논산시 성동면(4423031000)","4,871","120","13","17","14","24","28","24"
"충청남도 논산시 광석면(4423032000)","4,867","151","24","24","20","27","23","33"
"충청남도 논산시 노성면(4423033000)","3,603","155","31","28","26","31","20","19"
"충청남도 논산시 상월면(4423034000)","3,953","113","23","18","12","19","23","18"
