"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_8세","2015년_계_9세","2015년_계_10세","2015년_계_11세","2015년_계_12세","2015년_계_13세"
"대구광역시 수성구 고산3동(2726069000)","36,199","2,843","467","415","439","456","533","533"
"대구광역시 달서구 (2729000000)","602,641","34,556","5,828","5,249","5,288","5,756","6,223","6,212"
"대구광역시 달서구 성당동(2729051500)","26,410","1,189","213","190","170","198","199","219"
"대구광역시 달서구 두류1.2동(2729053500)","17,751","503","102","82","76","83","85","75"
"대구광역시 달서구 두류3동(2729055000)","10,645","424","77","57","67","71","71","81"
"대구광역시 달서구 감삼동(2729055500)","29,573","1,408","251","199","204","259","254","241"
"대구광역시 달서구 죽전동(2729056300)","16,585","619","104","96","84","105","114","116"
"대구광역시 달서구 장기동(2729056800)","17,937","1,080","183","182","159","149","203","204"
"대구광역시 달서구 용산1동(2729057100)","35,197","2,373","379","358","371","428","423","414"
"대구광역시 달서구 용산2동(2729057200)","33,412","1,889","297","275","301","316","349","351"
"대구광역시 달서구 이곡1동(2729057600)","26,515","1,694","258","239","219","286","334","358"
"대구광역시 달서구 이곡2동(2729057700)","18,849","921","131","153","134","157","167","179"
"대구광역시 달서구 신당동(2729058500)","36,315","1,704","259","246","255","300","328","316"
"대구광역시 달서구 본리동(2729059000)","24,529","1,333","239","235","209","214","221","215"
"대구광역시 달서구 월성1동(2729060100)","42,527","4,794","856","812","762","756","832","776"
"대구광역시 달서구 월성2동(2729060200)","19,307","754","115","98","109","127","147","158"
"대구광역시 달서구 진천동(2729061500)","64,455","4,392","850","689","702","672","764","715"
"대구광역시 달서구 상인1동(2729062400)","43,946","3,123","515","460","498","528","578","544"
"대구광역시 달서구 상인2동(2729062500)","23,657","983","147","139","158","164","181","194"
"대구광역시 달서구 상인3동(2729062600)","13,832","427","68","62","57","78","85","77"
"대구광역시 달서구 도원동(2729062800)","41,556","2,552","387","348","411","447","453","506"
"대구광역시 달서구 송현1동(2729063000)","22,469","879","130","114","140","149","170","176"
"대구광역시 달서구 송현2동(2729064000)","21,858","815","147","115","101","129","148","175"
"대구광역시 달서구 본동(2729065000)","15,316","700","120","100","101","140","117","122"
"대구광역시 달성군 (2771000000)","192,747","11,274","2,040","1,829","1,815","1,814","1,961","1,815"
"대구광역시 달성군 화원읍(2771025000)","52,386","3,120","534","480","468","533","551","554"
"대구광역시 달성군 논공읍(2771025300)","3,445","60","10","11","9","7","11","12"
"대구광역시 달성군 논공읍공단출장소(2771025400)","18,235","1,324","186","206","237","213","226","256"
"대구광역시 달성군 다사읍(2771025600)","45,163","3,301","637","542","549","512","580","481"
"대구광역시 달성군 다사읍서재출장소(2771025700)","18,579","1,310","253","217","198","229","210","203"
"대구광역시 달성군 가창면(2771031000)","8,483","336","67","54","59","39","64","53"
"대구광역시 달성군 하빈면(2771033000)","4,360","92","21","18","16","15","11","11"
"대구광역시 달성군 옥포면(2771034000)","13,936","526","98","87","87","73","91","90"
"대구광역시 달성군 현풍면(2771036000)","13,670","630","123","102","89","113","109","94"
"대구광역시 달성군 유가면(2771037000)","6,987","324","50","58","62","49","74","31"
"대구광역시 달성군 구지면(2771038000)","7,503","251","61","54","41","31","34","30"
"인천광역시  (2800000000)","2,925,815","163,206","29,115","25,832","25,093","26,829","28,407","27,930"
"인천광역시 중구 (2811000000)","114,493","6,877","1,304","1,089","1,055","1,186","1,128","1,115"
"인천광역시 중구 연안동(2811052000)","7,574","309","57","44","41","58","47","62"
"인천광역시 중구 신포동(2811053000)","5,877","234","40","32","39","42","51","30"
"인천광역시 중구 신흥동(2811054000)","15,042","752","150","125","100","124","117","136"
"인천광역시 중구 도원동(2811056000)","4,808","220","30","32","34","49","34","41"
"인천광역시 중구 율목동(2811057000)","4,238","143","23","25","24","20","27","24"
"인천광역시 중구 동인천동(2811058500)","6,369","201","43","21","28","30","37","42"
"인천광역시 중구 북성동(2811060000)","3,502","104","20","12","19","21","20","12"
"인천광역시 중구 송월동(2811061000)","5,301","257","60","22","38","44","46","47"
"인천광역시 중구 영종동(2811062000)","11,043","655","126","124","106","101","108","90"
"인천광역시 중구 영종출장중산지소(2811062400)","22,890","1,871","397","308","296","349","276","245"
"인천광역시 중구 운서동(2811062800)","23,079","2,043","342","333","315","328","351","374"
"인천광역시 중구 용유동(2811063000)","3,948","79","15","9","12","20","12","11"
"인천광역시 중구 용유출장무의지소(2811063700)","822","9","1","2","3","0","2","1"
"인천광역시 동구 (2814000000)","72,571","3,552","682","555","552","622","567","574"
"인천광역시 동구 만석동(2814051000)","7,911","379","72","60","54","70","57","66"
"인천광역시 동구 화수1.화평동(2814052500)","7,276","363","72","55","45","62","70","59"
"인천광역시 동구 화수2동(2814053000)","8,994","459","73","79","81","82","79","65"
"인천광역시 동구 송현1.2동(2814055500)","11,958","672","137","107","112","127","84","105"
"인천광역시 동구 송현3동(2814057000)","4,423","161","31","25","21","21","37","26"
"인천광역시 동구 송림1동(2814058000)","2,959","95","16","12","10","17","21","19"
"인천광역시 동구 송림2동(2814059000)","3,492","110","20","14","17","15","22","22"
"인천광역시 동구 송림3.5동(2814060500)","9,299","490","88","72","82","92","86","70"
"인천광역시 동구 송림4동(2814061000)","5,049","288","68","43","44","41","33","59"
"인천광역시 동구 송림6동(2814063000)","7,549","407","85","64","67","76","53","62"
"인천광역시 동구 금창동(2814064000)","3,661","128","20","24","19","19","25","21"
"인천광역시 남구 (2817000000)","404,893","18,752","3,355","2,906","2,911","3,049","3,268","3,263"
"인천광역시 남구 숭의2동(2817052000)","11,929","456","90","67","63","75","75","86"
"인천광역시 남구 숭의1,3동(2817053500)","11,361","341","49","50","51","69","59","63"
"인천광역시 남구 숭의4동(2817054000)","16,363","747","128","112","109","139","130","129"
"인천광역시 남구 용현1,4동(2817055500)","18,929","659","108","98","109","95","124","125"
"인천광역시 남구 용현2동(2817056000)","14,376","730","135","120","118","111","132","114"
"인천광역시 남구 용현3동(2817057000)","8,245","262","37","38","41","40","49","57"
"인천광역시 남구 용현5동(2817059000)","35,831","2,110","365","335","325","398","358","329"
"인천광역시 남구 학익1동(2817060000)","35,785","2,222","366","334","347","359","401","415"
"인천광역시 남구 학익2동(2817061000)","21,335","1,155","204","194","168","206","187","196"
"인천광역시 남구 도화1동(2817063000)","21,908","839","164","136","136","126","136","141"
"인천광역시 남구 도화2,3동(2817064500)","19,844","890","152","152","139","120","171","156"
"인천광역시 남구 주안1동(2817066000)","16,957","425","74","62","71","68","65","85"
"인천광역시 남구 주안2동(2817067000)","23,148","863","169","132","139","136","146","141"
"인천광역시 남구 주안3동(2817068000)","11,880","514","100","75","78","78","97","86"
"인천광역시 남구 주안4동(2817069000)","21,108","826","139","110","135","139","145","158"
"인천광역시 남구 주안5동(2817070000)","22,202","926","198","130","136","137","165","160"
"인천광역시 남구 주안6동(2817071000)","22,388","1,163","239","227","151","186","194","166"
"인천광역시 남구 주안7동(2817072000)","14,829","648","108","93","107","92","124","124"
"인천광역시 남구 주안8동(2817073000)","23,662","1,251","236","174","216","186","200","239"
"인천광역시 남구 관교동(2817073500)","17,620","883","151","137","134","152","167","142"
"인천광역시 남구 문학동(2817074000)","15,193","842","143","130","138","137","143","151"
"인천광역시 연수구 (2818500000)","319,052","21,281","3,715","3,294","3,266","3,566","3,761","3,679"
"인천광역시 연수구 옥련1동(2818563000)","22,226","1,354","215","236","212","228","230","233"
"인천광역시 연수구 옥련2동(2818564000)","23,241","1,444","256","222","212","258","230","266"
"인천광역시 연수구 선학동(2818575000)","19,804","694","128","101","111","108","123","123"
"인천광역시 연수구 연수1동(2818576100)","25,548","1,192","190","162","180","219","223","218"
"인천광역시 연수구 연수2동(2818576200)","24,140","1,114","173","205","171","184","197","184"
"인천광역시 연수구 연수3동(2818576300)","19,496","918","143","148","162","138","172","155"
"인천광역시 연수구 청학동(2818576600)","29,843","1,311","241","205","189","231","223","222"
"인천광역시 연수구 동춘1동(2818578000)","16,281","1,083","173","164","146","177","215","208"
"인천광역시 연수구 동춘2동(2818579000)","21,117","1,415","250","215","222","242","251","235"
"인천광역시 연수구 동춘3동(2818579500)","20,203","1,681","273","230","254","291","307","326"
"인천광역시 연수구 송도1동(2818582000)","34,479","3,116","526","439","492","530","573","556"
"인천광역시 연수구 송도2동(2818583000)","43,069","4,251","822","702","667","675","730","655"
"인천광역시 연수구 송도3동(2818584000)","19,605","1,708","325","265","248","285","287","298"
"인천광역시 남동구 (2820000000)","531,395","30,286","5,479","4,940","4,657","4,893","5,234","5,083"
"인천광역시 남동구 구월1동(2820051000)","30,745","1,564","313","264","243","254","262","228"
"인천광역시 남동구 구월2동(2820052000)","40,908","2,942","517","496","482","475","495","477"
"인천광역시 남동구 구월3동(2820052100)","25,860","883","153","152","133","141","161","143"
"인천광역시 남동구 구월4동(2820052200)","18,382","890","134","142","137","136","159","182"
"인천광역시 남동구 간석1동(2820053000)","25,583","1,095","193","201","155","174","197","175"
"인천광역시 남동구 간석2동(2820054000)","19,921","1,156","210","208","168","191","211","168"
"인천광역시 남동구 간석3동(2820055000)","32,298","1,342","238","204","185","222","235","258"
"인천광역시 남동구 간석4동(2820055100)","29,098","1,302","238","174","195","224","219","252"
"인천광역시 남동구 만수1동(2820056000)","18,324","763","123","107","99","114","142","178"
"인천광역시 남동구 만수2동(2820057000)","26,771","1,435","260","214","240","229","227","265"
"인천광역시 남동구 만수3동(2820058000)","19,386","1,067","180","175","177","178","181","176"
"인천광역시 남동구 만수4동(2820058100)","24,899","1,501","244","267","234","237","263","256"
"인천광역시 남동구 만수5동(2820058200)","18,029","674","106","102","104","95","136","131"
"인천광역시 남동구 만수6동(2820058300)","28,305","1,560","238","243","217","281","289","292"
"인천광역시 남동구 장수서창동(2820065000)","40,654","2,570","531","447","425","415","383","369"
"인천광역시 남동구 남촌도림동(2820066000)","24,405","1,403","277","211","220","212","236","247"
"인천광역시 남동구 논현1동(2820069000)","33,338","2,383","442","392","358","404","404","383"
"인천광역시 남동구 논현2동(2820070000)","34,427","2,206","413","367","335","326","391","374"
"인천광역시 남동구 논현고잔동(2820071000)","40,062","3,550","669","574","550","585","643","529"
"인천광역시 부평구 (2823700000)","555,844","28,455","5,030","4,357","4,417","4,535","5,033","5,083"
"인천광역시 부평구 부평1동(2823751000)","34,741","1,664","262","244","238","284","309","327"
"인천광역시 부평구 부평2동(2823752000)","21,059","981","169","142","163","170","157","180"
"인천광역시 부평구 부평3동(2823753000)","15,164","542","94","90","79","78","97","104"
"인천광역시 부평구 부평4동(2823754000)","34,551","1,372","249","217","203","214","262","227"
"인천광역시 부평구 부평5동(2823755000)","31,460","1,334","236","211","207","195","231","254"
"인천광역시 부평구 부평6동(2823756000)","15,915","559","121","92","83","97","87","79"
"인천광역시 부평구 산곡1동(2823757000)","18,455","781","144","110","117","115","146","149"
"인천광역시 부평구 산곡2동(2823758000)","34,667","2,310","417","348","386","382","382","395"
"인천광역시 부평구 산곡3동(2823758100)","25,145","1,319","203","188","212","219","249","248"
"인천광역시 부평구 산곡4동(2823758200)","19,901","1,123","201","159","171","199","203","190"
"인천광역시 부평구 청천1동(2823759100)","14,758","584","103","76","110","98","91","106"
"인천광역시 부평구 청천2동(2823759200)","37,319","1,923","380","316","305","286","326","310"
"인천광역시 부평구 갈산1동(2823764100)","17,744","803","139","108","124","138","154","140"
"인천광역시 부평구 갈산2동(2823764200)","22,054","994","171","159","140","164","188","172"
"인천광역시 부평구 삼산1동(2823764600)","39,830","2,507","456","398","401","389","430","433"
"인천광역시 부평구 삼산2동(2823764800)","31,722","2,714","449","416","381","447","533","488"
"인천광역시 부평구 부개1동(2823765000)","19,363","796","141","116","144","119","143","133"
"인천광역시 부평구 부개2동(2823766000)","24,384","1,194","223","189","186","168","210","218"
"인천광역시 부평구 부개3동(2823766100)","36,183","2,224","378","327","304","354","400","461"
"인천광역시 부평구 일신동(2823767000)","14,249","775","147","127","132","118","111","140"
"인천광역시 부평구 십정1동(2823768000)","20,247","902","145","141","160","169","149","138"
"인천광역시 부평구 십정2동(2823769000)","26,933","1,054","202","183","171","132","175","191"
"인천광역시 계양구 (2824500000)","334,332","17,707","3,116","2,787","2,564","2,946","3,169","3,125"
"인천광역시 계양구 효성1동(2824560100)","31,253","1,650","295","262","230","291","290","282"
"인천광역시 계양구 효성2동(2824560200)","33,612","1,808","311","276","286","294","337","304"
"인천광역시 계양구 계산1동(2824561100)","22,799","912","154","152","136","144","171","155"
"인천광역시 계양구 계산2동(2824561200)","18,192","716","121","103","89","134","133","136"
"인천광역시 계양구 계산3동(2824561300)","22,456","1,100","191","165","155","199","198","192"
"인천광역시 계양구 계산4동(2824561400)","23,036","1,340","220","195","181","221","263","260"
"인천광역시 계양구 작전1동(2824562100)","32,177","1,799","305","291","251","296","340","316"
"인천광역시 계양구 작전2동(2824562200)","26,618","1,059","185","142","153","170","207","202"
"인천광역시 계양구 작전서운동(2824564000)","34,584","2,273","363","365","327","382","391","445"
"인천광역시 계양구 계양1동(2824571000)","23,116","1,150","225","195","168","175","188","199"
"인천광역시 계양구 계양2동(2824572000)","39,494","2,071","347","317","307","338","376","386"
"인천광역시 계양구 계양3동(2824573000)","26,995","1,829","399","324","281","302","275","248"
"인천광역시 서구 (2826000000)","504,606","32,833","5,842","5,346","5,140","5,445","5,670","5,390"
"인천광역시 서구 검암경서동(2826051500)","44,771","2,733","514","459","426","444","473","417"
"인천광역시 서구 연희동(2826053000)","45,674","2,509","383","411","390","402","474","449"
"인천광역시 서구 청라1동(2826053600)","30,079","2,717","484","439","473","428","476","417"
"인천광역시 서구 청라2동(2826053700)","51,204","4,520","846","784","706","754","744","686"
"인천광역시 서구 가정1동(2826054200)","16,150","616","117","105","75","108","117","94"
"인천광역시 서구 가정2동(2826054300)","7,624","311","42","43","43","55","66","62"
"인천광역시 서구 가정3동(2826054400)","11,314","542","83","67","101","79","107","105"
"인천광역시 서구 석남1동(2826055000)","23,029","942","163","132","146","171","144","186"
"인천광역시 서구 석남2동(2826056000)","15,461","607","108","112","98","92","101","96"
"인천광역시 서구 석남3동(2826056100)","17,367","939","134","148","145","141","185","186"
"인천광역시 서구 신현원창동(2826057500)","27,603","1,549","247","221","229","272","290","290"
"인천광역시 서구 가좌1동(2826058000)","12,603","511","87","73","67","79","105","100"
"인천광역시 서구 가좌2동(2826059000)","22,707","1,201","211","191","185","190","221","203"
"인천광역시 서구 가좌3동(2826060000)","18,909","847","141","123","124","150","152","157"
"인천광역시 서구 가좌4동(2826061000)","8,860","344","55","53","38","63","67","68"
"인천광역시 서구 검단1동(2826063000)","29,127","2,011","385","330","307","328","340","321"
"인천광역시 서구 검단2동(2826064000)","23,969","1,930","367","287","300","315","344","317"
"인천광역시 서구 검단3동(2826065000)","24,911","2,421","459","420","394","416","339","393"
"인천광역시 서구 검단4동(2826066000)","48,959","3,885","687","659","609","679","645","606"
"인천광역시 서구 검단5동(2826067000)","24,285","1,698","329","289","284","279","280","237"
"인천광역시 강화군 (2871000000)","67,667","2,728","449","439","428","457","465","490"
"인천광역시 강화군 강화읍(2871025000)","22,968","1,331","191","215","197","218","250","260"
"인천광역시 강화군 선원면(2871031000)","7,456","400","72","61","75","73","66","53"
"인천광역시 강화군 불은면(2871032000)","4,516","112","24","22","12","22","15","17"
"인천광역시 강화군 길상면(2871033000)","6,504","250","53","31","42","43","39","42"
"인천광역시 강화군 화도면(2871034000)","4,364","100","21","11","14","17","16","21"
"인천광역시 강화군 양도면(2871035000)","3,924","143","15","34","21","27","21","25"
"인천광역시 강화군 내가면(2871036000)","3,057","48","7","7","10","7","5","12"
"인천광역시 강화군 하점면(2871037000)","4,005","96","18","19","15","13","12","19"
"인천광역시 강화군 양사면(2871038000)","1,840","44","6","7","8","5","8","10"
"인천광역시 강화군 송해면(2871039000)","3,080","62","12","8","11","10","9","12"
"인천광역시 강화군 교동면(2871040000)","2,985","66","17","13","12","8","10","6"
"인천광역시 강화군 삼산면(2871041000)","2,321","69","12","10","10","12","13","12"
"인천광역시 강화군 서도면(2871042000)","395","7","1","1","1","2","1","1"
"인천광역시 강화군 서도면볼음출장소(2871042500)","252","0","0","0","0","0","0","0"
"인천광역시 옹진군 (2872000000)","20,962","735","143","119","103","130","112","128"
"인천광역시 옹진군 북도면(2872031000)","1,197","35","8","4","4","8","5","6"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","1,048","21","0","3","3","4","6","5"
"인천광역시 옹진군 백령면(2872033000)","5,443","219","54","34","29","36","36","30"
"인천광역시 옹진군 대청면(2872034000)","1,392","46","8","9","9","7","6","7"
"인천광역시 옹진군 대청면소청출장소(2872034500)","266","5","1","1","1","1","0","1"
"인천광역시 옹진군 덕적면(2872035000)","2,048","46","4","8","4","10","9","11"
"인천광역시 옹진군 영흥면(2872036000)","6,067","236","43","40","38","40","33","42"
"인천광역시 옹진군 자월면(2872037000)","1,319","30","6","6","3","7","1","7"
"인천광역시 옹진군 연평면(2872038000)","2,182","97","19","14","12","17","16","19"
"광주광역시  (2900000000)","1,472,199","95,254","16,287","14,747","14,375","15,805","17,159","16,881"
"광주광역시 동구 (2911000000)","98,784","3,805","617","593","526","678","686","705"
"광주광역시 동구 충장동(2911052500)","4,715","83","14","13","8","17","13","18"
"광주광역시 동구 동명동(2911054500)","4,708","135","17","17","15","29","24","33"
"광주광역시 동구 계림1동(2911056000)","8,017","205","29","29","30","40","31","46"
"광주광역시 동구 계림2동(2911057000)","10,098","513","84","85","82","95","94","73"
"광주광역시 동구 산수1동(2911059000)","7,823","256","44","41","31","42","44","54"
"광주광역시 동구 산수2동(2911060000)","11,091","493","75","75","70","83","90","100"
"광주광역시 동구 지산1동(2911062000)","4,924","189","31","39","25","26","34","34"
"광주광역시 동구 지산2동(2911063000)","5,751","276","35","41","45","49","61","45"
"광주광역시 동구 서남동(2911065500)","3,663","82","10","9","14","17","13","19"
"광주광역시 동구 학동(2911068500)","7,356","208","41","38","26","31","39","33"
"광주광역시 동구 학운동(2911071000)","13,407","599","116","96","72","97","115","103"
"광주광역시 동구 지원1동(2911073000)","8,379","408","67","60","60","83","66","72"
"광주광역시 동구 지원2동(2911074000)","8,852","358","54","50","48","69","62","75"
"광주광역시 서구 (2914000000)","305,028","19,800","3,238","3,040","2,980","3,282","3,579","3,681"
"광주광역시 서구 양동(2914057500)","4,789","112","19","16","25","11","17","24"
"광주광역시 서구 양3동(2914059000)","5,302","227","42","34","41","42","25","43"
"광주광역시 서구 농성1동(2914065000)","8,545","314","58","49","48","46","54","59"
"광주광역시 서구 농성2동(2914066000)","5,886","198","32","30","28","32","36","40"
"광주광역시 서구 광천동(2914073000)","10,242","375","51","65","49","61","68","81"
"광주광역시 서구 유덕동(2914074000)","11,777","882","148","130","129","150","151","174"
"광주광역시 서구 치평동(2914074500)","30,588","1,967","318","279","311","319","381","359"
"광주광역시 서구 상무1동(2914075100)","23,931","1,451","232","232","226","243","274","244"
"광주광역시 서구 상무2동(2914075200)","25,330","1,119","170","185","155","181","194","234"
"광주광역시 서구 화정1동(2914076000)","16,473","741","124","110","96","128","149","134"
"광주광역시 서구 화정2동(2914077000)","11,834","568","87","69","103","87","110","112"
"광주광역시 서구 화정3동(2914078000)","12,109","675","107","99","105","105","120","139"
"광주광역시 서구 화정4동(2914079000)","19,740","1,148","188","176","150","219","220","195"
"광주광역시 서구 서창동(2914080000)","6,624","286","55","44","35","47","52","53"
"광주광역시 서구 금호1동(2914082100)","23,581","1,487","239","237","227","259","236","289"
"광주광역시 서구 금호2동(2914082400)","28,791","2,809","416","410","450","463","520","550"
"광주광역시 서구 풍암동(2914083000)","41,395","3,694","595","580","541","600","701","677"
"광주광역시 서구 동천동(2914084000)","18,091","1,747","357","295","261","289","271","274"
"광주광역시 남구 (2915500000)","221,318","12,985","2,159","2,011","1,919","2,157","2,333","2,406"
"광주광역시 남구 양림동(2915551000)","8,714","509","78","95","71","94","80","91"
"광주광역시 남구 방림1동(2915552000)","8,077","415","71","77","53","62","79","73"
"광주광역시 남구 방림2동(2915553000)","10,835","480","73","75","66","73","95","98"
"광주광역시 남구 봉선1동(2915553700)","17,163","945","127","168","134","148","181","187"
"광주광역시 남구 봉선2동(2915553800)","29,680","2,727","445","401","422","448","508","503"
"광주광역시 남구 사직동(2915554500)","5,415","144","27","24","24","22","16","31"
"광주광역시 남구 월산동(2915560500)","9,978","302","51","48","43","49","52","59"
"광주광역시 남구 월산4동(2915563000)","10,365","402","77","58","58","70","64","75"
"광주광역시 남구 월산5동(2915564000)","7,743","274","48","40","45","39","48","54"
"광주광역시 남구 백운1동(2915567000)","14,131","663","136","106","99","104","103","115"
"광주광역시 남구 백운2동(2915568000)","5,274","187","33","28","24","35","26","41"
"광주광역시 남구 주월1동(2915569000)","20,915","1,132","187","174","165","191","214","201"
"광주광역시 남구 주월2동(2915570000)","9,885","466","68","67","69","90","79","93"
"광주광역시 남구 효덕동(2915571000)","48,541","3,682","608","543","546","619","683","683"
"광주광역시 남구 송암동(2915572000)","8,508","461","92","73","66","81","81","68"
"광주광역시 남구 대촌동(2915573000)","6,094","196","38","34","34","32","24","34"
"광주광역시 북구 (2917000000)","446,316","26,078","4,414","3,937","3,908","4,263","4,845","4,711"
"광주광역시 북구 중흥1동(2917051000)","3,916","100","16","14","17","14","22","17"
"광주광역시 북구 중흥2동(2917052000)","8,699","307","43","49","48","40","65","62"
"광주광역시 북구 중흥3동(2917053000)","5,814","204","33","26","35","34","41","35"
"광주광역시 북구 중앙동(2917055500)","3,944","76","16","10","11","10","13","16"
"광주광역시 북구 임동(2917057000)","10,010","400","81","70","67","69","54","59"
"광주광역시 북구 신안동(2917058000)","11,877","394","50","65","64","46","73","96"
"광주광역시 북구 용봉동(2917059000)","39,368","2,237","358","305","341","358","424","451"
"광주광역시 북구 운암1동(2917060100)","20,743","1,247","243","175","191","205","230","203"
"광주광역시 북구 운암2동(2917060200)","14,418","571","90","80","93","80","120","108"
"광주광역시 북구 운암3동(2917060300)","17,836","1,003","159","148","135","166","194","201"
"광주광역시 북구 동림동(2917061500)","21,734","1,419","243","230","236","229","246","235"
"광주광역시 북구 우산동(2917062000)","13,922","546","84","81","81","88","112","100"
"광주광역시 북구 풍향동(2917063500)","4,441","169","29","16","22","34","38","30"
"광주광역시 북구 문화동(2917065000)","14,622","665","102","92","109","128","103","131"
"광주광역시 북구 문흥1동(2917065600)","18,553","1,237","210","189","173","199","229","237"
"광주광역시 북구 문흥2동(2917065700)","18,256","1,148","193","177","169","172","219","218"
"광주광역시 북구 두암1동(2917066100)","9,139","395","65","48","66","56","75","85"
"광주광역시 북구 두암2동(2917066200)","18,831","936","160","154","119","160","172","171"
"광주광역시 북구 두암3동(2917066300)","16,267","648","99","97","94","110","125","123"
"광주광역시 북구 삼각동(2917066600)","12,884","764","143","94","102","136","144","145"
"광주광역시 북구 일곡동(2917066900)","33,186","3,047","443","427","453","513","662","549"
"광주광역시 북구 매곡동(2917067300)","15,076","1,136","180","179","193","214","192","178"
"광주광역시 북구 오치1동(2917067600)","13,036","675","116","115","89","112","126","117"
"광주광역시 북구 오치2동(2917067700)","14,409","537","81","82","75","87","97","115"
"광주광역시 북구 석곡동(2917068500)","2,823","78","15","10","11","12","16","14"
"광주광역시 북구 건국동(2917069500)","46,105","3,520","714","586","509","565","603","543"
"광주광역시 북구 양산동(2917069600)","36,407","2,619","448","418","405","426","450","472"
"광주광역시 광산구 (2920000000)","400,753","32,586","5,859","5,166","5,042","5,425","5,716","5,378"
"광주광역시 광산구 송정1동(2920051500)","11,607","817","141","134","130","134","139","139"
"광주광역시 광산구 송정2동(2920052500)","6,390","224","37","32","36","34","40","45"
"광주광역시 광산구 도산동(2920054000)","14,561","1,073","192","186","148","172","183","192"
"광주광역시 광산구 신흥동(2920055000)","4,907","246","47","40","31","52","39","37"
"광주광역시 광산구 어룡동(2920056500)","29,106","2,013","343","326","322","334","361","327"
"광주광역시 광산구 우산동(2920058000)","25,014","1,266","208","195","200","227","217","219"
"광주광역시 광산구 월곡1동(2920060000)","13,781","874","131","125","141","155","164","158"
"광주광역시 광산구 월곡2동(2920061000)","19,372","1,460","227","207","234","237","287","268"
"광주광역시 광산구 비아동(2920062000)","7,079","507","88","79","77","85","89","89"
"광주광역시 광산구 첨단1동(2920062400)","24,178","1,953","286","291","293","330","376","377"
"광주광역시 광산구 첨단2동(2920062600)","42,093","3,576","592","515","549","649","625","646"
"광주광역시 광산구 신가동(2920063000)","24,640","2,182","381","356","327","387","382","349"
"광주광역시 광산구 운남동(2920063500)","32,450","2,592","439","395","387","442","490","439"
"광주광역시 광산구 수완동(2920063700)","79,083","8,328","1,670","1,418","1,314","1,297","1,376","1,253"
"광주광역시 광산구 하남동(2920064000)","19,660","1,798","391","324","296","302","251","234"
"광주광역시 광산구 임곡동(2920065000)","2,298","59","10","6","6","6","13","18"
"광주광역시 광산구 동곡동(2920066000)","2,089","56","12","6","9","7","12","10"
"광주광역시 광산구 평동(2920067000)","3,813","77","16","12","12","4","19","14"
"광주광역시 광산구 삼도동(2920068000)","2,548","73","17","10","7","15","19","5"
"광주광역시 광산구 본량동(2920069000)","2,206","47","11","10","5","6","10","5"
"광주광역시 광산구 신창동(2920070000)","33,878","3,365","620","499","518","550","624","554"
"대전광역시  (3000000000)","1,518,775","92,044","15,898","14,501","14,044","15,513","16,063","16,025"
"대전광역시 동구 (3011000000)","239,579","12,686","2,271","2,078","1,952","2,127","2,129","2,129"
"대전광역시 동구 중앙동(3011051500)","6,512","93","21","10","13","11","16","22"
"대전광역시 동구 효동(3011053000)","28,583","2,247","413","381","373","372","371","337"
"대전광역시 동구 신인동(3011054500)","13,002","583","110","94","93","96","98","92"
"대전광역시 동구 판암1동(3011055100)","10,325","538","114","77","77","93","79","98"
"대전광역시 동구 판암2동(3011055200)","10,550","284","48","44","35","45","50","62"
"대전광역시 동구 용운동(3011056000)","20,293","1,121","184","182","183","174","205","193"
"대전광역시 동구 대동(3011058500)","13,280","643","111","106","97","80","129","120"
"대전광역시 동구 자양동(3011059000)","11,151","350","60","54","53","62","60","61"
"대전광역시 동구 가양1동(3011062000)","15,440","748","137","136","107","131","113","124"
"대전광역시 동구 가양2동(3011063000)","21,401","1,216","203","197","179","233","200","204"
"대전광역시 동구 용전동(3011064000)","21,174","979","161","140","164","173","168","173"
"대전광역시 동구 성남동(3011066500)","13,827","692","143","115","92","117","93","132"
"대전광역시 동구 홍도동(3011067000)","12,477","540","98","84","69","101","88","100"
"대전광역시 동구 삼성동(3011069500)","17,064","889","157","154","131","131","176","140"
"대전광역시 동구 대청동(3011072500)","2,907","104","15","15","16","20","19","19"
"대전광역시 동구 산내동(3011074000)","21,593","1,659","296","289","270","288","264","252"
"대전광역시 중구 (3014000000)","256,186","14,050","2,441","2,158","2,179","2,286","2,500","2,486"
"대전광역시 중구 은행선화동(3014053500)","17,593","633","106","105","91","110","108","113"
"대전광역시 중구 목동(3014055000)","16,210","1,473","279","239","228","231","258","238"
"대전광역시 중구 중촌동(3014056000)","15,232","779","123","120","116","120","143","157"
"대전광역시 중구 대흥동(3014057500)","14,305","626","123","94","107","95","104","103"
"대전광역시 중구 문창동(3014060500)","5,208","172","34","29","29","23","28","29"
"대전광역시 중구 석교동(3014062000)","17,764","801","132","112","122","134","142","159"
"대전광역시 중구 대사동(3014063000)","6,287","177","34","29","19","36","32","27"
"대전광역시 중구 부사동(3014064000)","7,464","266","44","32","50","44","46","50"
"대전광역시 중구 용두동(3014065500)","10,527","492","80","73","82","85","84","88"
"대전광역시 중구 오류동(3014067000)","10,308","446","83","64","78","74","71","76"
"대전광역시 중구 태평1동(3014068000)","14,968","1,088","185","166","170","160","204","203"
"대전광역시 중구 태평2동(3014069000)","29,076","2,124","372","321","319","350","393","369"
