"행정구역","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_8세","2025년_계_9세","2025년_계_10세","2025년_계_11세","2025년_계_12세","2025년_계_13세"
"강원특별자치도 횡성군 안흥면(5173032000)","3,113","50","5","7","6","11","16","5"
"강원특별자치도 횡성군 둔내면(5173033000)","5,896","166","23","32","20","28","28","35"
"강원특별자치도 횡성군 갑천면(5173034000)","2,468","18","4","2","5","2","3","2"
"강원특별자치도 횡성군 청일면(5173035000)","2,367","30","5","5","3","6","6","5"
"강원특별자치도 횡성군 공근면(5173036000)","3,352","52","6","7","8","12","12","7"
"강원특별자치도 횡성군 서원면(5173037000)","2,019","43","5","8","9","10","5","6"
"강원특별자치도 횡성군 강림면(5173038000)","1,743","25","2","3","4","6","6","4"
"강원특별자치도 영월군 (5175000000)","36,054","1,157","165","178","188","209","202","215"
"강원특별자치도 영월군 영월읍(5175025000)","19,345","824","121","125","138","141","146","153"
"강원특별자치도 영월군 상동읍(5175025300)","1,010","14","2","1","3","1","4","3"
"강원특별자치도 영월군 산솔면(5175031200)","1,366","30","3","4","7","5","6","5"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,765","41","5","10","9","6","7","4"
"강원특별자치도 영월군 북면(5175033000)","1,960","40","7","2","5","7","8","11"
"강원특별자치도 영월군 남면(5175034000)","2,093","33","5","4","2","7","11","4"
"강원특별자치도 영월군 한반도면(5175035500)","1,142","34","8","6","5","9","3","3"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,467","27","4","3","6","6","3","5"
"강원특별자치도 영월군 주천면(5175036000)","3,785","72","5","14","9","18","9","17"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,121","42","5","9","4","9","5","10"
"강원특별자치도 평창군 (5176000000)","39,831","1,207","174","163","200","194","227","249"
"강원특별자치도 평창군 평창읍(5176025000)","8,274","287","44","35","41","50","57","60"
"강원특별자치도 평창군 미탄면(5176031000)","1,464","16","4","1","1","2","4","4"
"강원특별자치도 평창군 방림면(5176032000)","790","12","2","1","1","4","1","3"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,693","34","5","6","7","6","4","6"
"강원특별자치도 평창군 대화면(5176033000)","4,918","139","16","14","22","25","29","33"
"강원특별자치도 평창군 봉평면(5176034000)","5,545","183","26","28","33","25","31","40"
"강원특별자치도 평창군 용평면(5176035000)","2,970","67","6","10","6","10","16","19"
"강원특별자치도 평창군 진부면(5176036000)","8,387","293","47","41","55","43","56","51"
"강원특별자치도 평창군 대관령면(5176038000)","5,790","176","24","27","34","29","29","33"
"강원특별자치도 정선군 (5177000000)","34,879","1,013","130","141","154","187","163","238"
"강원특별자치도 정선군 정선읍(5177025000)","10,211","424","47","59","65","88","71","94"
"강원특별자치도 정선군 고한읍(5177025300)","4,626","138","22","25","19","22","21","29"
"강원특별자치도 정선군 사북읍(5177025600)","4,320","172","20","29","27","28","25","43"
"강원특별자치도 정선군 신동읍(5177025900)","1,751","47","5","6","6","10","12","8"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,514","29","1","3","3","4","6","12"
"강원특별자치도 정선군 남면(5177032000)","3,164","65","10","8","11","8","10","18"
"강원특별자치도 정선군 북평면(5177034000)","2,463","54","8","6","9","11","2","18"
"강원특별자치도 정선군 임계면(5177035000)","3,384","41","9","2","7","6","10","7"
"강원특별자치도 정선군 화암면(5177036000)","1,531","23","5","1","3","6","3","5"
"강원특별자치도 정선군 여량면(5177037000)","1,915","20","3","2","4","4","3","4"
"강원특별자치도 철원군 (5178000000)","39,979","1,647","267","265","281","286","267","281"
"강원특별자치도 철원군 철원읍(5178025000)","4,731","182","21","30","30","35","33","33"
"강원특별자치도 철원군 김화읍(5178025300)","2,986","127","21","28","24","11","25","18"
"강원특별자치도 철원군 갈말읍(5178025600)","11,340","482","88","70","84","74","87","79"
"강원특별자치도 철원군 동송읍(5178025900)","13,959","620","102","95","102","118","88","115"
"강원특별자치도 철원군 서면(5178031000)","1,636","47","5","13","10","9","5","5"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,384","143","20","26","20","33","23","21"
"강원특별자치도 철원군 근남면(5178032000)","1,848","46","10","3","11","6","6","10"
"강원특별자치도 철원군 근북면(5178033000)","95","0","0","0","0","0","0","0"
"강원특별자치도 화천군 (5179000000)","22,371","910","124","146","171","162","151","156"
"강원특별자치도 화천군 화천읍(5179025000)","8,084","411","59","64","72","69","81","66"
"강원특별자치도 화천군 간동면(5179031000)","2,487","32","6","2","6","6","4","8"
"강원특별자치도 화천군 하남면(5179032000)","2,804","101","17","10","16","12","23","23"
"강원특별자치도 화천군 상서면(5179033000)","3,431","83","6","15","21","17","8","16"
"강원특별자치도 화천군 사내면(5179034000)","5,565","283","36","55","56","58","35","43"
"강원특별자치도 양구군 (5180000000)","20,410","937","159","165","143","149","149","172"
"강원특별자치도 양구군 양구읍(5180025000)","13,127","822","142","142","120","128","132","158"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,200","53","10","12","9","11","5","6"
"강원특별자치도 양구군 동면(5180032000)","1,798","19","5","5","4","2","1","2"
"강원특별자치도 양구군 방산면(5180033000)","1,109","24","1","3","5","6","4","5"
"강원특별자치도 양구군 해안면(5180034000)","1,176","19","1","3","5","2","7","1"
"강원특별자치도 인제군 (5181000000)","30,863","1,312","223","199","254","192","202","242"
"강원특별자치도 인제군 인제읍(5181025000)","9,818","567","94","87","103","80","87","116"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","473","10","2","2","2","1","0","3"
"강원특별자치도 인제군 남면(5181031000)","3,644","90","24","8","21","12","12","13"
"강원특별자치도 인제군 북면(5181032000)","7,634","346","54","40","68","60","59","65"
"강원특별자치도 인제군 기린면(5181033000)","4,960","171","28","35","36","22","29","21"
"강원특별자치도 인제군 서화면(5181034000)","2,368","63","12","12","10","7","6","16"
"강원특별자치도 인제군 상남면(5181035000)","1,966","65","9","15","14","10","9","8"
"강원특별자치도 고성군 (5182000000)","26,845","888","132","156","141","162","139","158"
"강원특별자치도 고성군 간성읍(5182025000)","7,438","380","60","73","50","67","66","64"
"강원특별자치도 고성군 거진읍(5182025300)","5,458","120","13","12","22","20","20","33"
"강원특별자치도 고성군 현내면(5182031000)","2,071","42","4","7","6","13","4","8"
"강원특별자치도 고성군 죽왕면(5182032000)","3,267","62","8","14","6","11","13","10"
"강원특별자치도 고성군 토성면(5182033000)","8,611","284","47","50","57","51","36","43"
"강원특별자치도 양양군 (5183000000)","27,292","925","121","167","153","162","155","167"
"강원특별자치도 양양군 양양읍(5183025000)","12,543","594","74","101","96","108","98","117"
"강원특별자치도 양양군 서면(5183031000)","2,612","51","5","10","8","7","10","11"
"강원특별자치도 양양군 손양면(5183032000)","2,156","36","5","4","5","9","11","2"
"강원특별자치도 양양군 현북면(5183033000)","2,572","59","15","15","10","10","4","5"
"강원특별자치도 양양군 현남면(5183034000)","2,888","67","6","15","11","12","13","10"
"강원특별자치도 양양군 강현면(5183035000)","4,521","118","16","22","23","16","19","22"
"충청북도  (4300000000)","1,596,502","79,951","11,426","12,824","13,528","13,377","13,689","15,107"
"충청북도 청주시 (4311000000)","856,152","48,420","7,023","7,762","8,240","8,034","8,254","9,107"
"충청북도 청주시 상당구 (4311100000)","194,551","11,436","1,625","1,818","1,948","1,888","1,985","2,172"
"충청북도 청주시 상당구 낭성면(4311131000)","2,059","29","5","5","5","2","2","10"
"충청북도 청주시 상당구 미원면(4311132000)","4,489","73","9","10","16","16","6","16"
"충청북도 청주시 상당구 가덕면(4311133000)","3,596","60","11","3","13","9","10","14"
"충청북도 청주시 상당구 남일면(4311134000)","6,392","233","36","32","40","45","40","40"
"충청북도 청주시 상당구 문의면(4311135000)","3,499","58","4","9","9","12","9","15"
"충청북도 청주시 상당구 중앙동(4311152500)","6,282","217","23","35","35","41","38","45"
"충청북도 청주시 상당구 성안동(4311154500)","6,153","138","18","20","23","27","29","21"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,247","407","66","65","68","63","68","77"
"충청북도 청주시 상당구 영운동(4311167000)","9,574","301","37","48","51","49","60","56"
"충청북도 청주시 상당구 금천동(4311168000)","28,605","1,707","210","241","296","277","301","382"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","12,418","1,082","127","163","173","193","203","223"
"충청북도 청주시 상당구 용암1동(4311172000)","56,385","3,884","540","644","645","629","691","735"
"충청북도 청주시 상당구 용암2동(4311173000)","43,852","3,247","539","543","574","525","528","538"
"충청북도 청주시 서원구 (4311200000)","182,689","8,518","1,178","1,301","1,386","1,429","1,472","1,752"
"충청북도 청주시 서원구 남이면(4311231000)","9,604","280","40","39","48","51","50","52"
"충청북도 청주시 서원구 현도면(4311232000)","2,917","39","4","6","7","11","9","2"
"충청북도 청주시 서원구 사직1동(4311251000)","3,943","115","21","16","20","13","19","26"
"충청북도 청주시 서원구 사직2동(4311252000)","10,722","684","105","101","116","115","110","137"
"충청북도 청주시 서원구 사창동(4311253000)","13,957","377","53","60","55","66","65","78"
"충청북도 청주시 서원구 모충동(4311254000)","21,163","791","132","158","124","122","125","130"
"충청북도 청주시 서원구 산남동(4311255000)","24,667","1,648","235","234","240","283","277","379"
"충청북도 청주시 서원구 분평동(4311256000)","27,379","1,566","202","220","270","280","267","327"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,292","332","60","41","58","41","63","69"
"충청북도 청주시 서원구 수곡2동(4311258000)","14,574","555","66","91","98","101","96","103"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","41,471","2,131","260","335","350","346","391","449"
"충청북도 청주시 흥덕구 (4311300000)","292,051","16,876","2,625","2,764","2,900","2,750","2,792","3,045"
"충청북도 청주시 흥덕구 오송읍(4311325000)","48,348","2,718","448","467","466","445","444","448"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,641","490","51","83","79","73","95","109"
"충청북도 청주시 흥덕구 옥산면(4311332000)","16,797","1,053","183","194","186","176","169","145"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","13,587","494","67","65","93","66","95","108"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,428","3,921","600","643","667","643","673","695"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,064","351","34","60","59","58","60","80"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,342","3,433","510","539","602","541","575","666"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,811","384","57","60","52","75","56","84"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,102","942","126","139","141","190","151","195"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","30,341","1,487","252","232","242","233","241","287"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","17,590","1,603","297","282","313","250","233","228"
"충청북도 청주시 청원구 (4311400000)","186,861","11,590","1,595","1,879","2,006","1,967","2,005","2,138"
"충청북도 청주시 청원구 내수읍(4311425000)","18,756","852","119","124","152","130","148","179"
"충청북도 청주시 청원구 오창읍(4311425300)","67,832","5,608","790","940","973","961","948","996"
"충청북도 청주시 청원구 북이면(4311431000)","3,984","52","7","7","7","5","14","12"
"충청북도 청주시 청원구 우암동(4311451000)","11,999","296","31","48","58","59","54","46"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,659","222","22","36","42","40","36","46"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,676","478","59","96","84","78","83","78"
"충청북도 청주시 청원구 율량.사천동(4311454000)","46,484","2,579","361","376","452","444","439","507"
"충청북도 청주시 청원구 오근장동(4311455000)","17,471","1,503","206","252","238","250","283","274"
"충청북도 충주시 (4313000000)","206,540","9,446","1,370","1,560","1,587","1,564","1,629","1,736"
"충청북도 충주시 주덕읍(4313025000)","10,129","337","63","61","71","42","50","50"
"충청북도 충주시 살미면(4313031000)","1,864","24","4","5","3","4","5","3"
"충청북도 충주시 수안보면(4313032500)","2,716","36","5","6","6","3","6","10"
"충청북도 충주시 대소원면(4313033500)","9,602","328","68","54","56","60","44","46"
"충청북도 충주시 신니면(4313035000)","2,635","24","2","5","4","8","4","1"
"충청북도 충주시 노은면(4313036000)","2,128","20","2","5","3","1","1","8"
"충청북도 충주시 앙성면(4313037000)","3,742","32","5","6","1","8","5","7"
"충청북도 충주시 중앙탑면(4313038500)","14,417","1,195","191","199","200","204","210","191"
"충청북도 충주시 금가면(4313039000)","3,784","107","21","19","13","19","20","15"
"충청북도 충주시 동량면(4313040000)","3,350","71","11","18","13","7","12","10"
"충청북도 충주시 산척면(4313041000)","2,154","23","3","3","9","4","2","2"
"충청북도 충주시 엄정면(4313042000)","2,919","52","8","3","9","4","10","18"
"충청북도 충주시 소태면(4313043000)","1,820","30","4","5","2","4","7","8"
"충청북도 충주시 성내.충인동(4313051500)","2,392","58","8","9","11","8","8","14"
"충청북도 충주시 교현.안림동(4313053500)","21,532","1,069","158","170","188","184","178","191"
"충청북도 충주시 교현2동(4313054000)","5,983","188","19","28","29","33","37","42"
"충청북도 충주시 용산동(4313055000)","13,641","811","87","137","126","133","140","188"
"충청북도 충주시 지현동(4313056000)","4,736","169","23","22","28","30","27","39"
"충청북도 충주시 문화동(4313057100)","8,524","214","23","34","35","36","43","43"
"충청북도 충주시 호암.직동(4313058000)","21,939","1,611","236","288","265","259","290","273"
"충청북도 충주시 달천동(4313060500)","4,042","57","5","10","12","12","5","13"
"충청북도 충주시 봉방동(4313061000)","9,005","321","42","47","56","61","57","58"
"충청북도 충주시 칠금.금릉동(4313062500)","13,294","651","76","108","108","98","122","139"
"충청북도 충주시 연수동(4313063000)","34,130","1,700","253","267","291","298","292","299"
"충청북도 충주시 목행.용탄동(4313064000)","6,062","318","53","51","48","44","54","68"
"충청북도 제천시 (4315000000)","128,003","5,550","752","900","919","961","953","1,065"
"충청북도 제천시 봉양읍(4315025000)","6,416","153","22","30","26","22","27","26"
"충청북도 제천시 금성면(4315031000)","1,698","29","5","5","1","8","5","5"
"충청북도 제천시 청풍면(4315032000)","1,245","23","4","5","2","3","4","5"
"충청북도 제천시 수산면(4315033000)","1,952","22","2","3","4","3","5","5"
"충청북도 제천시 덕산면(4315034000)","2,042","52","7","7","5","5","6","22"
"충청북도 제천시 한수면(4315035000)","649","11","1","3","2","3","2","0"
"충청북도 제천시 백운면(4315036000)","3,279","58","5","9","10","9","9","16"
"충청북도 제천시 송학면(4315038000)","4,560","70","12","10","5","12","14","17"
"충청북도 제천시 교동(4315051000)","19,820","1,232","159","218","187","218","226","224"
"충청북도 제천시 의림지동(4315051800)","9,397","496","59","72","96","78","85","106"
"충청북도 제천시 중앙동(4315052800)","5,121","153","17","26","21","27","29","33"
"충청북도 제천시 남현동(4315053700)","4,451","119","18","16","22","28","15","20"
"충청북도 제천시 영서동(4315054700)","9,472","523","76","88","85","101","79","94"
"충청북도 제천시 용두동(4315056000)","19,393","866","109","138","137","155","154","173"
"충청북도 제천시 신백동(4315057700)","10,136","421","57","54","62","84","72","92"
"충청북도 제천시 청전동(4315059000)","14,155","436","60","66","79","64","82","85"
"충청북도 제천시 화산동(4315060500)","14,217","886","139","150","175","141","139","142"
"충청북도 보은군 (4372000000)","30,529","906","133","142","150","152","150","179"
"충청북도 보은군 보은읍(4372025000)","14,168","655","104","101","109","110","106","125"
"충청북도 보은군 속리산면(4372031500)","1,699","15","4","3","1","2","3","2"
"충청북도 보은군 장안면(4372032500)","1,394","41","5","2","13","9","5","7"
"충청북도 보은군 마로면(4372033000)","2,077","26","4","4","4","2","8","4"
"충청북도 보은군 탄부면(4372034000)","1,548","15","1","5","2","3","1","3"
"충청북도 보은군 삼승면(4372035000)","2,152","35","0","7","3","6","8","11"
"충청북도 보은군 수한면(4372036000)","1,806","27","3","5","3","5","3","8"
"충청북도 보은군 회남면(4372037000)","718","17","0","5","3","3","2","4"
"충청북도 보은군 회인면(4372038500)","1,671","39","3","5","7","7","10","7"
"충청북도 보은군 내북면(4372039000)","1,595","20","2","4","1","5","1","7"
"충청북도 보은군 산외면(4372040000)","1,701","16","7","1","4","0","3","1"
"충청북도 옥천군 (4373000000)","49,601","1,734","226","280","266","319","297","346"
"충청북도 옥천군 옥천읍(4373025000)","29,314","1,475","191","231","232","267","260","294"
"충청북도 옥천군 동이면(4373031000)","3,072","50","5","9","6","16","5","9"
"충청북도 옥천군 안남면(4373032000)","1,329","24","5","6","3","8","0","2"
"충청북도 옥천군 안내면(4373033000)","1,854","19","1","4","2","2","5","5"
"충청북도 옥천군 청성면(4373034000)","2,251","28","5","6","2","3","6","6"
"충청북도 옥천군 청산면(4373035000)","2,810","30","1","3","6","7","5","8"
"충청북도 옥천군 이원면(4373036000)","3,885","42","5","11","7","5","7","7"
"충청북도 옥천군 군서면(4373037000)","2,152","30","7","4","4","7","4","4"
"충청북도 옥천군 군북면(4373038000)","2,934","36","6","6","4","4","5","11"
"충청북도 영동군 (4374000000)","43,032","1,320","168","188","230","226","238","270"
"충청북도 영동군 영동읍(4374025000)","19,178","945","121","132","168","165","173","186"
"충청북도 영동군 용산면(4374031000)","3,157","40","9","3","6","8","3","11"
"충청북도 영동군 황간면(4374032000)","3,858","86","8","13","17","15","15","18"
"충청북도 영동군 추풍령면(4374033500)","2,087","35","2","6","4","8","7","8"
"충청북도 영동군 매곡면(4374034000)","1,740","26","2","2","8","5","4","5"
"충청북도 영동군 상촌면(4374035000)","2,108","32","2","8","6","3","6","7"
"충청북도 영동군 양강면(4374036000)","2,883","59","11","9","8","9","11","11"
"충청북도 영동군 용화면(4374037000)","887","15","2","2","1","5","3","2"
"충청북도 영동군 학산면(4374038000)","2,559","27","9","3","5","2","0","8"
"충청북도 영동군 양산면(4374039000)","1,691","18","1","3","1","2","5","6"
"충청북도 영동군 심천면(4374040000)","2,884","37","1","7","6","4","11","8"
"충청북도 증평군 (4374500000)","36,680","1,973","273","348","303","341","340","368"
"충청북도 증평군 증평읍(4374525000)","35,033","1,947","268","345","301","338","332","363"
"충청북도 증평군 도안면(4374531000)","1,647","26","5","3","2","3","8","5"
"충청북도 진천군 (4375000000)","86,580","4,979","722","767","876","830","855","929"
"충청북도 진천군 진천읍(4375025000)","30,043","1,370","181","204","259","230","239","257"
"충청북도 진천군 덕산읍(4375025300)","31,039","2,821","447","445","499","462","467","501"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","2,940","50","8","11","4","11","6","10"
"충청북도 진천군 문백면(4375033000)","3,487","62","5","12","8","10","11","16"
"충청북도 진천군 백곡면(4375034000)","2,064","35","6","6","6","5","8","4"
"충청북도 진천군 이월면(4375035000)","6,445","144","14","20","16","29","30","35"
"충청북도 진천군 광혜원면(4375037000)","10,562","497","61","69","84","83","94","106"
"충청북도 괴산군 (4376000000)","38,293","1,024","156","159","166","188","162","193"
"충청북도 괴산군 괴산읍(4376025000)","9,691","418","56","47","72","69","76","98"
"충청북도 괴산군 감물면(4376031000)","2,107","58","14","10","7","11","10","6"
"충청북도 괴산군 장연면(4376032000)","2,004","47","5","11","7","10","6","8"
"충청북도 괴산군 연풍면(4376033000)","2,316","42","9","7","7","6","7","6"
"충청북도 괴산군 칠성면(4376034000)","3,278","58","7","12","11","9","6","13"
"충청북도 괴산군 문광면(4376035000)","2,282","39","5","6","7","7","7","7"
"충청북도 괴산군 청천면(4376036000)","5,381","108","17","19","17","23","13","19"
"충청북도 괴산군 청안면(4376037000)","3,505","88","22","12","15","15","12","12"
"충청북도 괴산군 사리면(4376039000)","2,691","45","4","9","7","9","9","7"
"충청북도 괴산군 소수면(4376040000)","2,288","53","7","10","9","13","7","7"
"충청북도 괴산군 불정면(4376041000)","2,750","68","10","16","7","16","9","10"
"충청북도 음성군 (4377000000)","94,280","3,824","509","601","651","636","680","747"
"충청북도 음성군 음성읍(4377025000)","15,620","573","82","86","110","83","114","98"
"충청북도 음성군 금왕읍(4377025300)","18,884","799","107","122","118","142","136","174"
"충청북도 음성군 소이면(4377031000)","2,710","31","5","5","3","6","5","7"
"충청북도 음성군 원남면(4377032000)","2,994","49","3","8","8","4","5","21"
"충청북도 음성군 맹동면(4377033000)","13,790","944","120","146","186","159","163","170"
"충청북도 음성군 맹동면혁신도시출장소(4377033500)","0","0","0","0","0","0","0","0"
"충청북도 음성군 대소면(4377034000)","20,391","855","128","142","117","142","150","176"
"충청북도 음성군 삼성면(4377035000)","6,057","129","17","18","24","20","23","27"
"충청북도 음성군 생극면(4377036000)","4,281","103","15","9","19","22","22","16"
"충청북도 음성군 감곡면(4377037000)","9,553","341","32","65","66","58","62","58"
"충청북도 단양군 (4380000000)","26,812","775","94","117","140","126","131","167"
"충청북도 단양군 단양읍(4380025000)","10,005","443","54","68","80","76","75","90"
"충청북도 단양군 매포읍(4380025300)","4,746","138","14","21","32","22","18","31"
"충청북도 단양군 대강면(4380031000)","2,284","48","5","11","4","5","11","12"
"충청북도 단양군 가곡면(4380032000)","1,942","40","6","5","7","6","9","7"
"충청북도 단양군 영춘면(4380033000)","3,026","51","9","6","7","9","8","12"
"충청북도 단양군 어상천면(4380034000)","1,815","27","2","4","6","3","3","9"
"충청북도 단양군 적성면(4380035000)","1,449","8","1","1","1","1","2","2"
"충청북도 단양군 단성면(4380036000)","1,545","20","3","1","3","4","5","4"
"충청남도  (4400000000)","2,136,753","113,706","16,044","17,918","19,440","19,097","19,550","21,657"
"충청남도 천안시 (4413000000)","664,322","38,546","5,403","6,165","6,656","6,467","6,587","7,268"
"충청남도 천안시 동남구 (4413100000)","262,470","13,115","1,730","2,041","2,252","2,217","2,328","2,547"
"충청남도 천안시 동남구 목천읍(4413125000)","21,963","931","101","153","151","167","178","181"
"충청남도 천안시 동남구 풍세면(4413131000)","10,628","412","68","91","80","65","51","57"
"충청남도 천안시 동남구 광덕면(4413132000)","3,956","66","5","10","16","10","11","14"
"충청남도 천안시 동남구 북면(4413133000)","4,033","65","5","9","11","15","11","14"
"충청남도 천안시 동남구 성남면(4413134000)","2,770","41","6","8","6","6","8","7"
"충청남도 천안시 동남구 수신면(4413135000)","2,037","27","1","4","5","3","10","4"
"충청남도 천안시 동남구 병천면(4413136000)","5,863","158","20","22","30","24","29","33"
"충청남도 천안시 동남구 동면(4413137000)","1,900","8","1","2","1","0","1","3"
"충청남도 천안시 동남구 중앙동(4413151000)","4,518","90","16","10","14","18","14","18"
"충청남도 천안시 동남구 문성동(4413152000)","7,799","330","62","41","56","44","66","61"
"충청남도 천안시 동남구 원성1동(4413153000)","7,575","212","33","33","46","27","34","39"
"충청남도 천안시 동남구 원성2동(4413154000)","8,548","209","19","25","40","37","42","46"
"충청남도 천안시 동남구 봉명동(4413155000)","17,079","671","90","97","106","123","119","136"
"충청남도 천안시 동남구 일봉동(4413156000)","23,335","1,431","164","208","248","239","259","313"
"충청남도 천안시 동남구 신방동(4413157000)","42,573","2,836","328","445","478","468","523","594"
"충청남도 천안시 동남구 청룡동(4413158000)","59,762","4,092","611","648","690","705","695","743"
"충청남도 천안시 동남구 신안동(4413159000)","38,131","1,536","200","235","274","266","277","284"
"충청남도 천안시 서북구 (4413300000)","401,852","25,431","3,673","4,124","4,404","4,250","4,259","4,721"
"충청남도 천안시 서북구 성환읍(4413325000)","21,637","721","88","92","112","116","148","165"
"충청남도 천안시 서북구 성거읍(4413325300)","21,335","1,019","136","156","178","174","170","205"
"충청남도 천안시 서북구 직산읍(4413325600)","19,073","771","97","124","125","131","133","161"
"충청남도 천안시 서북구 입장면(4413331000)","7,436","169","19","28","23","30","33","36"
"충청남도 천안시 서북구 성정1동(4413351000)","16,758","489","66","69","84","88","85","97"
"충청남도 천안시 서북구 성정2동(4413352000)","24,345","427","54","52","59","80","69","113"
"충청남도 천안시 서북구 쌍용1동(4413353000)","12,372","508","58","80","94","77","92","107"
"충청남도 천안시 서북구 쌍용2동(4413354000)","33,935","1,857","241","297","292","324","348","355"
"충청남도 천안시 서북구 쌍용3동(4413355000)","17,013","850","87","137","138","154","168","166"
"충청남도 천안시 서북구 백석동(4413356000)","40,370","3,777","503","564","678","622","631","779"
"충청남도 천안시 서북구 불당1동(4413356600)","31,410","2,230","314","353","360","384","376","443"
"충청남도 천안시 서북구 불당2동(4413356700)","36,997","4,508","648","709","794","794","795","768"
"충청남도 천안시 서북구 부성1동(4413358000)","55,460","2,430","367","420","442","341","408","452"
"충청남도 천안시 서북구 부성2동(4413359000)","63,711","5,675","995","1,043","1,025","935","803","874"
"충청남도 공주시 (4415000000)","99,979","3,634","440","541","596","634","679","744"
"충청남도 공주시 유구읍(4415025000)","6,751","139","18","17","14","23","35","32"
"충청남도 공주시 이인면(4415031000)","2,895","58","1","13","10","13","11","10"
"충청남도 공주시 탄천면(4415032000)","2,656","45","4","8","8","10","7","8"
"충청남도 공주시 계룡면(4415033000)","4,998","90","11","13","11","21","10","24"
"충청남도 공주시 반포면(4415034000)","3,962","80","12","11","15","10","14","18"
"충청남도 공주시 의당면(4415036000)","4,285","117","11","16","21","16","26","27"
"충청남도 공주시 정안면(4415037000)","4,424","62","10","6","13","11","12","10"
"충청남도 공주시 우성면(4415038000)","4,776","91","13","11","20","18","14","15"
"충청남도 공주시 사곡면(4415039000)","2,683","48","2","14","6","11","10","5"
"충청남도 공주시 신풍면(4415040000)","3,033","47","4","8","6","10","10","9"
"충청남도 공주시 중학동(4415051000)","4,189","122","17","16","24","21","21","23"
"충청남도 공주시 웅진동(4415054000)","7,220","271","28","41","41","63","41","57"
"충청남도 공주시 금학동(4415055000)","5,251","222","22","37","29","33","52","49"
"충청남도 공주시 옥룡동(4415056000)","6,952","187","19","18","36","28","44","42"
"충청남도 공주시 신관동(4415057000)","19,438","803","96","124","119","134","160","170"
"충청남도 공주시 월송동(4415059000)","16,466","1,252","172","188","223","212","212","245"
"충청남도 보령시 (4418000000)","92,117","3,672","512","578","593","645","633","711"
"충청남도 보령시 웅천읍(4418025000)","5,454","82","15","12","12","10","11","22"
"충청남도 보령시 주포면(4418031000)","1,473","27","2","4","7","4","3","7"
"충청남도 보령시 오천면(4418032000)","1,951","25","0","4","5","4","4","8"
"충청남도 보령시 오천면어항출장소(4418032500)","1,434","34","7","4","8","7","5","3"
"충청남도 보령시 원산출장소(4418032900)","1,000","23","5","1","4","4","2","7"
"충청남도 보령시 천북면(4418033000)","3,087","59","14","8","5","14","7","11"
"충청남도 보령시 청소면(4418034000)","2,281","33","2","6","6","7","7","5"
"충청남도 보령시 청라면(4418035000)","3,442","69","5","8","15","12","11","18"
"충청남도 보령시 남포면(4418036000)","4,754","81","12","11","11","17","14","16"
"충청남도 보령시 주산면(4418038000)","2,147","17","2","3","2","3","3","4"
"충청남도 보령시 미산면(4418039000)","1,594","15","5","3","1","3","2","1"
"충청남도 보령시 성주면(4418040000)","1,906","45","6","4","5","15","11","4"
"충청남도 보령시 주교면(4418041000)","4,796","117","11","20","26","19","18","23"
"충청남도 보령시 대천1동(4418051500)","12,468","599","80","94","104","96","97","128"
"충청남도 보령시 대천2동(4418052500)","5,949","258","33","42","39","49","47","48"
"충청남도 보령시 대천3동(4418053500)","15,293","1,018","142","175","151","179","165","206"
"충청남도 보령시 대천4동(4418054500)","17,351","1,048","152","164","177","179","199","177"
"충청남도 보령시 대천5동(4418056500)","5,737","122","19","15","15","23","27","23"
"충청남도 아산시 (4420000000)","359,378","24,444","3,586","3,931","4,258","3,958","4,104","4,607"
"충청남도 아산시 염치읍(4420025000)","5,667","170","14","26","30","27","27","46"
"충청남도 아산시 배방읍(4420025300)","95,759","7,010","1,012","1,123","1,256","1,099","1,164","1,356"
"충청남도 아산시 송악면(4420031000)","3,904","128","12","23","19","21","21","32"
"충청남도 아산시 탕정면(4420033000)","46,401","5,081","839","838","897","798","815","894"
"충청남도 아산시 음봉면(4420035000)","22,940","1,724","297","303","293","299","262","270"
